site,date,depth,temp
LTM,4/28/2016,18,27.8295
LTM,4/28/2016,19,27.83
LTM,4/28/2016,20,27.8295
LTM,4/28/2016,21,27.829
LTM,4/28/2016,22,27.8295
LTM,4/28/2016,23,27.82925
LTM,4/28/2016,24,27.82775
LTM,4/28/2016,25,27.82725
LTM,4/28/2016,26,27.82775
LTM,4/28/2016,27,27.8275
LTM,4/28/2016,28,27.827
LTM,4/28/2016,29,27.8275
LTM,4/28/2016,31,27.8265
LTM,4/28/2016,32,27.825
LTM,4/28/2016,34,27.825
LTM,4/28/2016,35,27.825
LTM,4/28/2016,36,27.824
LTM,4/28/2016,37,27.822
LTM,4/28/2016,38,27.82
LTM,4/28/2016,39,27.8185
LTM,4/28/2016,40,27.8165
LTM,4/28/2016,41,27.812
LTM,4/28/2016,42,27.7945
LTM,4/28/2016,43,27.7155
LTM,4/28/2016,44,27.634
LTM,4/28/2016,45,27.6055
LTM,4/28/2016,47,27.5775
LTM,4/28/2016,48,27.5505
LTM,4/28/2016,49,27.5245
LTM,4/28/2016,50,27.493
LTM,4/28/2016,51,27.4265
LTM,4/28/2016,52,27.2775
LTM,4/28/2016,54,27.0235
LTM,4/28/2016,55,26.7215
LTM,4/28/2016,56,26.44
LTM,4/28/2016,57,26.18
LTM,4/28/2016,58,25.949
LTM,4/28/2016,59,25.7985
LTM,4/28/2016,60,25.7375
LTM,4/28/2016,61,25.7145
LTM,4/28/2016,62,25.6925
LTM,4/28/2016,63,25.6515
LTM,4/28/2016,64,25.604
LTM,4/28/2016,65,25.5535
LTM,4/28/2016,66,25.4465
LTM,4/28/2016,67,25.3525
LTM,4/28/2016,68,25.324
LTM,4/28/2016,69,25.25225
LTM,4/28/2016,70,25.15725
LTM,4/28/2016,71,25.10675
LTM,4/28/2016,72,25.08125
LTM,4/28/2016,73,25.0585
LTM,4/28/2016,74,25.0395
LTM,4/28/2016,75,25.029
LTM,4/28/2016,76,25.02
LTM,4/28/2016,77,24.99675
LTM,4/28/2016,78,24.9585
LTM,4/28/2016,79,24.91675
LTM,4/28/2016,80,24.87675
LTM,4/28/2016,81,24.852
LTM,4/28/2016,82,24.84425
LTM,4/28/2016,83,24.836
LTM,4/28/2016,84,24.81225
LTM,4/28/2016,85,24.76075
LTM,4/28/2016,86,24.704
LTM,4/28/2016,87,24.67125
LTM,4/28/2016,88,24.65625
LTM,4/28/2016,89,24.6445
LTM,4/28/2016,90,24.63
LTM,4/28/2016,91,24.618
LTM,4/28/2016,92,24.6125
LTM,4/28/2016,93,24.6095
LTM,4/28/2016,94,24.602
LTM,4/28/2016,95,24.58975
LTM,4/28/2016,96,24.58025
LTM,4/28/2016,97,24.573
LTM,4/28/2016,98,24.556
LTM,4/28/2016,99,24.536
LTM,4/28/2016,100,24.52525
LTM,4/28/2016,101,24.51625
LTM,4/28/2016,102,24.50625
LTM,4/28/2016,103,24.49675
LTM,4/28/2016,104,24.49
LTM,4/28/2016,105,24.4855
LTM,4/28/2016,106,24.4795
LTM,4/28/2016,107,24.4695
LTM,4/28/2016,108,24.44175
LTM,4/28/2016,109,24.39875
LTM,4/28/2016,110,24.371
LTM,4/28/2016,120,24.34671875
LTM,5/26/2016,1,25.70071875
LTM,5/26/2016,2,27.06
LTM,5/26/2016,3,27.0425
LTM,5/26/2016,4,27.0345
LTM,5/26/2016,5,27.029
LTM,5/26/2016,6,27.02475
LTM,5/26/2016,7,27.02125
LTM,5/26/2016,8,27.0185
LTM,5/26/2016,9,27.01633333
LTM,5/26/2016,10,27.01408333
LTM,5/26/2016,11,27.01225
LTM,5/26/2016,12,27.0125
LTM,5/26/2016,13,27.013
LTM,5/26/2016,14,27.0125
LTM,5/26/2016,15,27.01225
LTM,5/26/2016,16,27.01325
LTM,5/26/2016,17,27.01325
LTM,5/26/2016,18,27.01075
LTM,5/26/2016,19,27.00825
LTM,5/26/2016,20,27.00775
LTM,5/26/2016,21,27.008
LTM,5/26/2016,22,27.00775
LTM,5/26/2016,23,27.00735
LTM,5/26/2016,24,27.00685
LTM,5/26/2016,25,27.00625
LTM,5/26/2016,26,27.005
LTM,5/26/2016,27,27.003
LTM,5/26/2016,28,27.002
LTM,5/26/2016,29,27.002
LTM,5/26/2016,30,27.00225
LTM,5/26/2016,31,27.00375
LTM,5/26/2016,32,27.00525
LTM,5/26/2016,33,27.00525
LTM,5/26/2016,34,27.00475
LTM,5/26/2016,35,27.00475
LTM,5/26/2016,36,27.0035
LTM,5/26/2016,37,27
LTM,5/26/2016,38,26.998
LTM,5/26/2016,39,26.9975
LTM,5/26/2016,40,26.996
LTM,5/26/2016,41,26.99575
LTM,5/26/2016,42,26.99658333
LTM,5/26/2016,43,26.99633333
LTM,5/26/2016,44,26.996125
LTM,5/26/2016,45,26.996125
LTM,5/26/2016,46,26.99625
LTM,5/26/2016,47,26.995
LTM,5/26/2016,48,26.99375
LTM,5/26/2016,49,26.99383333
LTM,5/26/2016,50,26.99258333
LTM,5/26/2016,51,26.99125
LTM,5/26/2016,52,26.9905
LTM,5/26/2016,53,26.98825
LTM,5/26/2016,54,26.984
LTM,5/26/2016,55,26.977
LTM,5/26/2016,56,26.96875
LTM,5/26/2016,57,26.964
LTM,5/26/2016,58,26.9615
LTM,5/26/2016,59,26.95775
LTM,5/26/2016,60,26.95175
LTM,5/26/2016,61,26.94375
LTM,5/26/2016,62,26.93625
LTM,5/26/2016,63,26.92125
LTM,5/26/2016,64,26.829
LTM,5/26/2016,65,26.6725
LTM,5/26/2016,66,26.56258333
LTM,5/26/2016,67,26.51483333
LTM,5/26/2016,68,26.48033333
LTM,5/26/2016,69,26.38833333
LTM,5/26/2016,70,26.2155
LTM,5/26/2016,71,26.02225
LTM,5/26/2016,72,25.87275
LTM,5/26/2016,73,25.72725
LTM,5/26/2016,74,25.585
LTM,5/26/2016,75,25.4965
LTM,5/26/2016,76,25.42875
LTM,5/26/2016,77,25.375
LTM,5/26/2016,78,25.32975
LTM,5/26/2016,79,25.27258333
LTM,5/26/2016,80,25.23458333
LTM,5/26/2016,81,25.2235
LTM,5/26/2016,82,25.19341667
LTM,5/26/2016,83,25.13791667
LTM,5/26/2016,84,25.10275
LTM,5/26/2016,85,25.09725
LTM,5/26/2016,86,25.0935
LTM,5/26/2016,87,25.0855
LTM,5/26/2016,88,25.07425
LTM,5/26/2016,89,25.06391667
LTM,5/26/2016,90,25.05441667
LTM,5/26/2016,91,25.04366667
LTM,5/26/2016,92,25.03666667
LTM,5/26/2016,93,25.032
LTM,5/26/2016,94,25.02266667
LTM,5/26/2016,95,25.01241667
LTM,5/26/2016,96,25.00425
LTM,5/26/2016,97,24.99266667
LTM,5/26/2016,98,24.98283333
LTM,5/26/2016,99,24.9795
LTM,5/26/2016,100,24.978
LTM,5/26/2016,101,24.97154167
LTM,5/26/2016,102,24.953375
LTM,5/26/2016,103,24.93383333
LTM,5/26/2016,104,24.92108333
LTM,5/26/2016,105,24.906
LTM,5/26/2016,106,24.88291667
LTM,5/26/2016,107,24.85891667
LTM,5/26/2016,108,24.84232143
LTM,5/26/2016,109,24.82744643
